,age,Country,A1,A2_translation,vague,real_polarity_class,real_polarity
10920,35,Belgium,7.0,top,Vague 2021,neutral,1
10921,42,Belgium,8.0,"satisfied with belfius, personal contact, good service",Vague 2021,neutral,1
10922,20,Belgium,6.0,none/don't know,Vague 2021,negative,0
10923,54,Belgium,8.0,good quality,Vague 2021,neutral,1
10924,28,Belgium,8.0,"can always go there, give good info, have been a customer for years and never had any problems",Vague 2021,neutral,1
10925,37,Belgium,8.0,"reliable bank, clear explanation and clear pricing.",Vague 2021,neutral,1
10926,20,Belgium,9.0,it's an excellent bank with attractive loan rates.,Vague 2021,positive,2
10927,28,Belgium,8.0,i do not know,Vague 2021,neutral,1
10928,35,Belgium,7.0,three good,Vague 2021,neutral,1
10929,41,Belgium,7.0,kutgyttycytt,Vague 2021,neutral,1
10930,48,Belgium,9.0,because we are very satisfied with their services,Vague 2021,positive,2
10931,42,Belgium,10.0,the bank is reliable and smooth repayment of the loan.,Vague 2021,positive,2
10932,24,Belgium,8.0,"a very well structured company, very easy to get to, the people are very polite, you feel like you are in a group of friends",Vague 2021,neutral,1
10933,56,Belgium,8.0,i am satisfied with the progress,Vague 2021,neutral,1
10934,59,Belgium,7.0,other,Vague 2021,neutral,1
10935,41,Belgium,5.0,because it's the same,Vague 2021,negative,0
10936,31,Belgium,8.0,"because i trust them, moreover they are there for their client and their service is impeccable. they are there for you when establishing your credit",Vague 2021,neutral,1
10937,46,Belgium,7.0,no opinion,Vague 2021,neutral,1
10938,47,Belgium,7.0,price,Vague 2021,neutral,1
10939,20,Belgium,8.0,a trusted bank,Vague 2021,neutral,1
10941,54,Belgium,7.0,to buy a house,Vague 2021,neutral,1
10942,38,Belgium,4.0,the interest rate is very high,Vague 2021,negative,0
10943,35,Belgium,7.0,'cause that's a good grade,Vague 2021,neutral,1
10944,58,Belgium,9.0,speed low interest,Vague 2021,positive,2
10945,27,Belgium,8.0,"i've never had any problems with this bank, they answer my questions and are very friendly.",Vague 2021,neutral,1
10946,51,Belgium,10.0,good communication,Vague 2021,positive,2
10947,45,Belgium,10.0,"the good and fast service, clear explanation",Vague 2021,positive,2
10948,37,Belgium,8.0,good service,Vague 2021,neutral,1
10949,55,Belgium,7.0,i am satisfied,Vague 2021,neutral,1
10950,28,Belgium,2.0,fees too high,Vague 2021,negative,0
10951,52,Belgium,8.0,because it is a bank that listens to these customers,Vague 2021,neutral,1
10952,44,Belgium,9.0,very good bank,Vague 2021,positive,2
10953,25,Belgium,7.0,because they are very nice and it is a very good service,Vague 2021,neutral,1
10954,46,Belgium,9.0,pretty,Vague 2021,positive,2
10955,32,Belgium,8.0,we have never had a problem with this company.,Vague 2021,neutral,1
10956,53,Belgium,5.0,it felt right to me,Vague 2021,negative,0
10957,69,Belgium,10.0,very interesting,Vague 2021,positive,2
10958,19,Belgium,6.0,i have always been well received and i have had no problems working with them.,Vague 2021,negative,0
10959,60,Belgium,10.0,i had no problem getting my credit,Vague 2021,positive,2
10960,38,Belgium,6.0,"professional, inventive, confident",Vague 2021,negative,0
10961,26,Belgium,7.0,car ytr ftyh frtj deer tgrr,Vague 2021,neutral,1
10962,66,Belgium,8.0,"you can quickly request the credit from home, a disadvantage is their interest is a bit higher",Vague 2021,neutral,1
10963,25,Belgium,7.0,handsome,Vague 2021,neutral,1
10964,23,Belgium,7.0,very low percentage,Vague 2021,neutral,1
10965,36,Belgium,7.0,perfect,Vague 2021,neutral,1
10966,64,Belgium,7.0,in,Vague 2021,neutral,1
10967,22,Belgium,7.0,nothing to say,Vague 2021,neutral,1
10968,36,Belgium,6.0,"for you know, i know, yes yes",Vague 2021,negative,0
10969,26,Belgium,10.0,i don't know but i want money,Vague 2021,positive,2
10970,22,Belgium,6.0,cause i trust,Vague 2021,negative,0
10971,27,Belgium,7.0,quickly,Vague 2021,neutral,1
10972,26,Belgium,5.0,that's my opinion,Vague 2021,negative,0
10973,39,Belgium,5.0,in,Vague 2021,negative,0
10974,38,Belgium,8.0,never had any problems with bnp fortis,Vague 2021,neutral,1
10975,45,Belgium,6.0,no idea,Vague 2021,negative,0
10976,20,Belgium,6.0,,Vague 2021,negative,0
10977,50,Belgium,8.0,easy and customer-oriented,Vague 2021,neutral,1
10978,21,Belgium,7.0,good technology and better than bpost bank,Vague 2021,neutral,1
10979,33,Belgium,10.0,very good organization,Vague 2021,positive,2
10980,43,Belgium,8.0,trust,Vague 2021,neutral,1
10981,22,Belgium,7.0,very good served with some flaws,Vague 2021,neutral,1
10982,67,Belgium,10.0,argenta is there for its customers and does everything it can to solve problems immediately,Vague 2021,positive,2
10983,19,Belgium,5.0,i'm undecided,Vague 2021,negative,0
10984,49,Belgium,9.0,to explain to young people that psa is a good company,Vague 2021,positive,2
10985,53,Belgium,8.0,still no problems after years,Vague 2021,neutral,1
10986,30,Belgium,6.0,,Vague 2021,negative,0
10987,28,Belgium,6.0,good,Vague 2021,negative,0
10988,21,Belgium,7.0,i really appreciate that,Vague 2021,neutral,1
10989,44,Belgium,9.0,in,Vague 2021,positive,2
10990,57,Belgium,5.0,i do not know,Vague 2021,negative,0
10991,36,Belgium,9.0,,Vague 2021,positive,2
10992,28,Belgium,8.0,they don't need much to give you credit,Vague 2021,neutral,1
10993,21,Belgium,8.0,"i've had no problems with it. but compared to other banks, this one is just like the others.",Vague 2021,neutral,1
10994,47,Belgium,7.0,i am satisfied with die services from the people of cbc,Vague 2021,neutral,1
10995,49,Belgium,10.0,satisfaction,Vague 2021,positive,2
10996,19,Belgium,9.0,it's very good bank,Vague 2021,positive,2
10997,69,Belgium,8.0,"ability, helpfulness, speed",Vague 2021,neutral,1
10998,21,Belgium,8.0,i like the quality,Vague 2021,neutral,1
10999,30,Belgium,6.0,good couch. very interesting,Vague 2021,negative,0
11000,46,Belgium,9.0,one very good sofa,Vague 2021,positive,2
11001,46,Belgium,6.0,good,Vague 2021,negative,0
11002,26,Belgium,6.0,very well organized and quick to operate,Vague 2021,negative,0
11003,57,Belgium,7.0,between cheap and expensive,Vague 2021,neutral,1
11004,60,Belgium,10.0,"good service, always tailored to the customer",Vague 2021,positive,2
11005,20,Belgium,7.0,because it can be much better.,Vague 2021,neutral,1
11006,58,Belgium,7.0,are very progressive,Vague 2021,neutral,1
11007,55,Belgium,7.0,"fast, up-to-date maps regularly, always ask the important questions negative = the readings and the site too late... don't know how to see day by day",Vague 2021,neutral,1
11008,34,South Africa,10.0,"they give you three full months to take care of your crã¨dit.
they are reliable.
their termes and conditions are not complicated.
you can find them in any town.
they give delivery options",Vague 2021,positive,2
11009,54,South Africa,10.0,"friendly service
always willing to help
low rates",Vague 2021,positive,2
11010,36,South Africa,7.0,they granted me a loan when most places declined.,Vague 2021,neutral,1
11011,22,Belgium,10.0,it's simple,Vague 2021,positive,2
11012,55,Belgium,6.0,"because they called several times to take out additional insurance, while each time we clearly indicated that we did not need this.",Vague 2021,negative,0
11013,25,South Africa,2.0,the interest rate is high,Vague 2021,negative,0
11014,31,South Africa,5.0,they debit on random dates when they feel like it.,Vague 2021,negative,0
11015,39,Belgium,6.0,communication difficille,Vague 2021,negative,0
11016,33,Belgium,10.0,interest rates are affordable,Vague 2021,positive,2
11017,46,Belgium,9.0,very satisfied with their services and help,Vague 2021,positive,2
11018,50,South Africa,10.0,they had a very good service and the loan was over a long period of time giving me enough time to settle them even though i had to pay a large amount in interests,Vague 2021,positive,2
11019,56,Belgium,7.0,"not the best choice, but good relationship with staff",Vague 2021,neutral,1
11020,21,South Africa,6.0,"their interests rate are a bit high, besides that...customer care is excellent",Vague 2021,negative,0
11021,73,Belgium,8.0,gives confidence,Vague 2021,neutral,1
11022,43,Belgium,10.0,ease and speed in processing the file and granting credit,Vague 2021,positive,2
11023,45,Belgium,9.0,friendly. cheap. belgian.,Vague 2021,positive,2
11024,21,Belgium,8.0,because i find cofidis as a very good service,Vague 2021,neutral,1
11025,40,Belgium,9.0,"there are surprises, all the conditions are clear from the start",Vague 2021,positive,2
11026,30,Belgium,7.0,it's a flemish bank,Vague 2021,neutral,1
11027,25,South Africa,10.0,it is quick and easy to apply with them they pay you the money the same day when you apply for the loan amd are successful,Vague 2021,positive,2
11028,31,South Africa,1.0,the run debit orders on dates not given by me,Vague 2021,negative,0
11029,42,Belgium,7.0,made a few mistakes and only informed us late and so we had to pay more,Vague 2021,neutral,1
11030,29,Belgium,8.0,a new car,Vague 2021,neutral,1
11031,33,South Africa,7.0,they quick and effecient,Vague 2021,neutral,1
11032,64,Belgium,2.0,for the interest rate applied,Vague 2021,negative,0
11033,26,Belgium,7.0,gyhui,Vague 2021,neutral,1
11034,34,South Africa,8.0,they are very flexible in terms of offering credit.,Vague 2021,neutral,1
11035,23,South Africa,10.0,they have affordable interest rates that makes repayment easy,Vague 2021,positive,2
11037,31,Belgium,8.0,very good service and advice!,Vague 2021,neutral,1
11038,71,Belgium,9.0,interest 0 0/0,Vague 2021,positive,2
11039,25,South Africa,9.0,"great customer service 
qaulity clothes 
latest cool/stylish trends 
comfortable clothing",Vague 2021,positive,2
11040,24,Belgium,8.0,in,Vague 2021,neutral,1
11041,44,South Africa,7.0,they are fair with interest rates and repayment arrangements,Vague 2021,neutral,1
11042,28,Belgium,7.0,i really like this insurance.,Vague 2021,neutral,1
11043,35,Belgium,9.0,i am very satisfied with this sofa. the rates are reasonable and their service is very good. not forgetting the handy application.,Vague 2021,positive,2
11044,22,Belgium,6.0,do not,Vague 2021,negative,0
11045,60,Belgium,10.0,i have been loyal to them for a very long time,Vague 2021,positive,2
11047,41,Belgium,8.0,"quick, practical",Vague 2021,neutral,1
11048,26,South Africa,10.0,they have the best loan agreements,Vague 2021,positive,2
11049,44,Belgium,10.0,because i got help from this brand,Vague 2021,positive,2
11050,26,Belgium,10.0,"this bank is perfect i had no problem with it, while with others if",Vague 2021,positive,2
11051,40,Belgium,8.0,cool couch,Vague 2021,neutral,1
11052,66,South Africa,8.0,they are not charging high interest rates and is easy to use their website,Vague 2021,neutral,1
11053,54,Belgium,5.0,they took me high,Vague 2021,negative,0
11054,37,Belgium,4.0,rest of credit,Vague 2021,negative,0
11055,56,Belgium,8.0,good service,Vague 2021,neutral,1
11056,28,Belgium,10.0,because it's a very good company,Vague 2021,positive,2
11057,41,Belgium,6.0,m have refused a credit,Vague 2021,negative,0
11058,26,South Africa,8.0,"- reasonable interest rates
-efficient service (quick and seamless)
-boosts your credit score.",Vague 2021,neutral,1
11059,19,Belgium,9.0,it is the best,Vague 2021,positive,2
11060,21,Belgium,5.0,"interest rates, facility and recommendations",Vague 2021,negative,0
11061,21,Belgium,5.0,nice and don't pay much,Vague 2021,negative,0
11062,21,Belgium,8.0,because i like to do it,Vague 2021,neutral,1
11063,19,Belgium,7.0,resp,Vague 2021,neutral,1
11064,21,Belgium,7.0,to earn more money,Vague 2021,neutral,1
11065,20,Belgium,8.0,no complaints,Vague 2021,neutral,1
11066,29,South Africa,4.0,"great communication, the store needs a lot of variety when it comes to buying clothes for consumer, and needs a visual merchandiser to assist with the layout of the store.",Vague 2021,negative,0
11067,53,Belgium,5.0,,Vague 2021,negative,0
11068,22,Belgium,4.0,bad,Vague 2021,negative,0
11069,25,South Africa,4.0,their interest rates are very high,Vague 2021,negative,0
11070,21,Belgium,10.0,because it's a good bank,Vague 2021,positive,2
11071,23,Belgium,7.0,c simple and effective but nothing more,Vague 2021,neutral,1
11072,55,Belgium,9.0,site ok and service too,Vague 2021,positive,2
11073,22,Belgium,5.0,,Vague 2021,negative,0
11074,34,South Africa,7.0,there credit is a bit over the top,Vague 2021,neutral,1
11075,28,South Africa,10.0,they very quick to reply agents are very friendly and money reflects immediately,Vague 2021,positive,2
11076,24,South Africa,7.0,because i am able to pay of any credit i make and the credit i'm given is reasonable,Vague 2021,neutral,1
11077,20,South Africa,10.0,it is trustworthy as it is registered.,Vague 2021,positive,2
11078,22,South Africa,8.0,the process of acquiring a contract for a laptop and cellular device was relatively smooth and staff were knowledgeable about their products on offer. the only reason i did not offer a 10/10 rating is that acquiring adequate customer support without physically attending a branch is difficult.,Vague 2021,neutral,1
11079,21,South Africa,9.0,they are convenient. interest rates are flexible,Vague 2021,positive,2
11080,26,South Africa,8.0,"- they keep up with the trends
- they have a great customer service 
- you can pay what you can for 6-12 months",Vague 2021,neutral,1
11081,69,Belgium,10.0,ease of obtaining credit when you are a customer with a good banking history.,Vague 2021,positive,2
11082,56,Belgium,9.0,very competitive rates and smooth handling,Vague 2021,positive,2
11083,23,South Africa,1.0,unfixed monthly charges and blackmailing of black listing,Vague 2021,negative,0
11084,35,South Africa,8.0,their installments are affordable,Vague 2021,neutral,1
11085,31,South Africa,9.0,their clothes are very good and they are of great quality,Vague 2021,positive,2
11086,36,Belgium,10.0,three good,Vague 2021,positive,2
11087,30,South Africa,8.0,itâ€™s affordable and has network in most places,Vague 2021,neutral,1
11088,41,Belgium,9.0,good service employee attentive,Vague 2021,positive,2
11089,51,Belgium,8.0,ease and clarity of the procedures,Vague 2021,neutral,1
11090,26,Belgium,7.0,you have a good night of the day and y,Vague 2021,neutral,1
11091,48,Belgium,7.0,it's good,Vague 2021,neutral,1
11092,22,South Africa,9.0,it is rather easy to apply and the interest rates are not too bad,Vague 2021,positive,2
11093,30,Belgium,8.0,safe for travel and online purchases,Vague 2021,neutral,1
11094,67,Belgium,7.0,quality,Vague 2021,neutral,1
11095,27,South Africa,10.0,it easy to pay off,Vague 2021,positive,2
11096,59,Belgium,8.0,i think a score of 8 is a good score.,Vague 2021,neutral,1
11097,38,Belgium,10.0,perfect and human customer service,Vague 2021,positive,2
11098,34,South Africa,8.0,it was quick and was done online,Vague 2021,neutral,1
11099,20,Belgium,4.0,,Vague 2021,negative,0
11100,66,Belgium,8.0,reliable establishment.,Vague 2021,neutral,1
11101,50,Belgium,8.0,correct bank,Vague 2021,neutral,1
11102,23,Belgium,6.0,because i don't know very well,Vague 2021,negative,0
11103,52,Belgium,3.0,you better have no credit,Vague 2021,negative,0
11104,56,Belgium,8.0,always reachable and good advice,Vague 2021,neutral,1
11105,42,South Africa,10.0,"affordable payment options
easy application process",Vague 2021,positive,2
11106,30,Belgium,8.0,lowest rate,Vague 2021,neutral,1
11107,29,South Africa,10.0,it offers you a way to pay for things flexibly.,Vague 2021,positive,2
11108,46,Belgium,7.0,is quickly reliable but a bit more expensive,Vague 2021,neutral,1
11109,66,Belgium,8.0,"i have always been good bra,deld at ing and their prices are ok",Vague 2021,neutral,1
11110,56,Belgium,7.0,too expensive,Vague 2021,neutral,1
11111,21,Belgium,8.0,"very serious, we offer more credit without increasing the amount of reimbursement",Vague 2021,neutral,1
11112,29,South Africa,8.0,best service,Vague 2021,neutral,1
11113,26,South Africa,10.0,they have low interest rates on they repayment,Vague 2021,positive,2
11114,39,Belgium,8.0,good service,Vague 2021,neutral,1
11115,57,Belgium,9.0,serious. reliable.,Vague 2021,positive,2
