,age,Country,A1,A2_translation,vague
64866,71,United Kingdom,8.0,Easy to use and manage,Vague 2021
64867,39,United Kingdom,8.0,"Very good bank, easy to deal with, good app",Vague 2021
64868,61,United Kingdom,5.0,"Never make recommendations, let people make their own mind up.",Vague 2021
64869,65,United Kingdom,10.0,Never had any problems and have used three times,Vague 2021
64870,70,United Kingdom,5.0,"I just have acredit card, this survey seems to have got lost.",Vague 2021
64871,39,United Kingdom,10.0,The loan application and approval process is seamless. It was a very pleasant experience. Very very quick process and paper work is very minimal.,Vague 2021
64872,78,United Kingdom,9.0,Easy to apply and well informed on any changes,Vague 2021
64873,46,United Kingdom,5.0,Avetage service,Vague 2021
64874,41,United Kingdom,7.0,BECAUSE IT IS A GOOD CARD,Vague 2021
64875,73,United Kingdom,10.0,They increased our credit limit,Vague 2021
64876,74,United Kingdom,9.0,Simple easy to use and quick to get a result,Vague 2021
64877,41,United Kingdom,9.0,Great products and customer service,Vague 2021
64878,69,United Kingdom,7.0,seems ok,Vague 2021
64879,56,United Kingdom,7.0,Had no problems and good rates,Vague 2021
64880,53,United Kingdom,10.0,Because from start to finish process was easy and professional and any queries handled by helpful real staff at the end of the phone. Not virtual nonsense,Vague 2021
64881,26,United Kingdom,10.0,YES,Vague 2021
64882,66,United Kingdom,10.0,All communications are clear. Easy to operate on line,Vague 2021
64883,79,United Kingdom,0.0,I never recommend,Vague 2021
64884,55,United Kingdom,5.0,"Because I rarely give recommendations, so this is a very high score.",Vague 2021
64885,49,United Kingdom,9.0,"Easy application process, no issues",Vague 2021
64886,29,United Kingdom,4.0,Becsuse its pretty new loan so dont have much to say just yet,Vague 2021
64887,22,United Kingdom,5.0,Good,Vague 2021
64888,28,United Kingdom,8.0,"Easy app, online payment facilities, gathering loyaloty points anywhere you shop",Vague 2021
64889,50,United Kingdom,8.0,Good credit provider but interest rates too high,Vague 2021
64890,62,United Kingdom,6.0,Too expensive in the first place,Vague 2021
64891,71,United Kingdom,9.0,Good service,Vague 2021
64892,73,United Kingdom,5.0,"They are okay, but nothing special",Vague 2021
64893,35,United Kingdom,10.0,Very good service,Vague 2021
64894,40,United Kingdom,10.0,Easy to use,Vague 2021
64895,64,United Kingdom,0.0,Not good rates or service,Vague 2021
64896,76,United Kingdom,9.0,,Vague 2021
64897,31,United Kingdom,8.0,very good,Vague 2021
64898,33,United Kingdom,5.0,it's good,Vague 2021
64899,27,United Kingdom,8.0,They were helpful and friendly and a decent rate.,Vague 2021
64900,52,United Kingdom,8.0,"easy to use card, get clubcard points when using the card, online banking service",Vague 2021
64901,33,United Kingdom,10.0,"Good service, easy to use",Vague 2021
64902,26,United Kingdom,7.0,Good customer service,Vague 2021
64903,35,United Kingdom,10.0,Fast at sorting out and great communication,Vague 2021
64904,31,United Kingdom,9.0,"Easy to sign up online, quick approval.",Vague 2021
64905,54,United Kingdom,10.0,,Vague 2021
64906,63,United Kingdom,10.0,Lloyds//black horse has been a good loan provider for my husbands business,Vague 2021
64907,52,United Kingdom,10.0,"Supportive, great customer service and just all round a friendly organisation",Vague 2021
64908,70,United Kingdom,8.0,"They seem alright to me, were very good during the pandemic and kept in touch, but not overly.",Vague 2021
64909,62,United Kingdom,5.0,works well if you keep it under control,Vague 2021
64910,35,United Kingdom,8.0,0,Vague 2021
64911,70,United Kingdom,8.0,Never had any problems,Vague 2021
64912,23,United Kingdom,10.0,Because they are reliable source,Vague 2021
64913,45,United Kingdom,9.0,Straighten forward access to my account.,Vague 2021
64914,23,United Kingdom,7.0,8 nice and easy to arrange,Vague 2021
64915,53,United Kingdom,8.0,I find them easy to use,Vague 2021
64916,64,United Kingdom,5.0,Can't really compare it to others,Vague 2021
64917,68,United Kingdom,8.0,"Accurate statements, easy to deal with, Clubcard points on purchases.",Vague 2021
64918,33,United Kingdom,5.0,Because they provide good offers,Vague 2021
64919,28,United Kingdom,9.0,DK,Vague 2021
64920,41,United Kingdom,7.0,"Easy to manage
App friendly",Vague 2021
64921,47,United Kingdom,8.0,Seems appropriate,Vague 2021
64922,40,United Kingdom,10.0,good customer service and very good online app,Vague 2021
64923,50,United Kingdom,7.0,reliable,Vague 2021
64924,46,United Kingdom,0.0,I'm not a financial advisor,Vague 2021
64925,53,United Kingdom,9.0,Very good customer service and protected services and card purchases,Vague 2021
64926,43,United Kingdom,8.0,"Good service, easy to use",Vague 2021
64927,37,United Kingdom,10.0,It is safe and efficient,Vague 2021
64928,67,United Kingdom,9.0,"They have a large selection of items, competitively priced, and have one of the best return policies of companies I use",Vague 2021
64929,30,United Kingdom,10.0,"A very good incentive to take out this credit card, great rewards and easy to understand percentage paid back",Vague 2021
64930,58,United Kingdom,7.0,UK csll centres,Vague 2021
64931,64,United Kingdom,8.0,"No problems, text msg to remind of payment time, reasonable rates",Vague 2021
64932,47,United Kingdom,8.0,Its good,Vague 2021
64933,65,United Kingdom,8.0,Easy terms. No hassle.,Vague 2021
64934,42,United Kingdom,8.0,Easy to use,Vague 2021
64935,53,United Kingdom,9.0,"The staff were very helpful , gave plenty of advice",Vague 2021
64936,49,United Kingdom,10.0,"Really good service, excellent on-line tool.",Vague 2021
64937,51,United Kingdom,10.0,very low rate,Vague 2021
64938,57,United Kingdom,7.0,Unsure,Vague 2021
64939,27,United Kingdom,8.0,Because this is convenient to use,Vague 2021
64940,66,United Kingdom,10.0,never had any problems,Vague 2021
64941,54,United Kingdom,7.0,Easy . All on line .,Vague 2021
64942,48,United Kingdom,8.0,"easy to deal with, good mobile app",Vague 2021
64943,59,United Kingdom,10.0,Honest,Vague 2021
64944,44,United Kingdom,9.0,Best service,Vague 2021
64945,49,United Kingdom,6.0,The loan was a poor option at the time.,Vague 2021
64946,71,United Kingdom,10.0,never had any problems with them and allways had a very good service,Vague 2021
64947,53,United Kingdom,9.0,Good communication and safe company,Vague 2021
64948,38,United Kingdom,10.0,"Excellent service, great communication",Vague 2021
64949,33,United Kingdom,6.0,Okay I’m soo happy to,Vague 2021
64950,31,United Kingdom,8.0,bhjhjhhj jh,Vague 2021
64951,65,United Kingdom,2.0,I don’t recommend products,Vague 2021
64952,64,United Kingdom,5.0,because i said so,Vague 2021
64953,65,United Kingdom,10.0,Very easy process explained in plain English,Vague 2021
64954,25,United Kingdom,5.0,na,Vague 2021
64955,61,United Kingdom,8.0,I am generally happy with New Day and the services that they provide.,Vague 2021
64956,37,United Kingdom,10.0,"Easy to understand products at good rates, with an easy to use banking app",Vague 2021
64957,57,United Kingdom,10.0,I have had no problems with Tesco credit either payments or credit limit,Vague 2021
64958,39,United Kingdom,8.0,It's a great card,Vague 2021
64959,53,United Kingdom,6.0,Thanks,Vague 2021
64960,28,United Kingdom,10.0,mmmmmmmmmmmmmmmm mmmmmmmmmmmmmmmmmmmmm mmmmmmmmmmmmmmmmmm mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm,Vague 2021
64961,66,United Kingdom,9.0,I have found them to be courteous and efficient when handling my card transactions and a recent request for a limit increase.,Vague 2021
64962,74,United Kingdom,9.0,Easy to use and good customer service,Vague 2021
64963,46,United Kingdom,6.0,It was easy to purchase,Vague 2021
64964,53,United Kingdom,8.0,Good service and I get Tesco points on my purchases.,Vague 2021
64965,34,United Kingdom,8.0,I have had no problems with my credit from Tesco. I am quite happy with the payments and the customer services,Vague 2021
64966,71,United Kingdom,7.0,no problems but high rate,Vague 2021
64967,53,United Kingdom,10.0,"very good , they keep you informed on how much you pay, and how much you owe",Vague 2021
64968,67,United Kingdom,9.0,Value and services,Vague 2021
64969,55,United Kingdom,8.0,Bevause thry are giving a long time to pay back on interest free credit,Vague 2021
64970,51,United Kingdom,10.0,They were excellent when i had a fradulent tranasction on my credit card account.,Vague 2021
64971,53,United Kingdom,10.0,It’s fine,Vague 2021
64972,48,United Kingdom,3.0,Their fees are very high especially when you are struggling.,Vague 2021
64973,62,United Kingdom,8.0,Provided an interest free 4 yewr loan,Vague 2021
64974,42,United Kingdom,5.0,It was easy to set it up but then was contacted numerous times to supply extra documents even though loan was agreed.,Vague 2021
64975,60,United Kingdom,10.0,"They have not charged as high an interest rate as others, as my credit status was not so good",Vague 2021
64976,35,United Kingdom,9.0,Is ok,Vague 2021
64977,63,United Kingdom,5.0,"they are pretty average, nothing special",Vague 2021
64978,65,United Kingdom,5.0,I don’t have much dealing with this bank.,Vague 2021
64979,79,United Kingdom,5.0,you asked for a rating - nothing in particular for or against,Vague 2021
64980,28,United Kingdom,8.0,can collect club card points,Vague 2021
64981,47,United Kingdom,7.0,I have never had any problems but don't tend to discuss financial matters with others,Vague 2021
64982,57,United Kingdom,3.0,Try not to borrow,Vague 2021
64983,46,United Kingdom,10.0,good value,Vague 2021
64984,64,United Kingdom,8.0,No problem with the company,Vague 2021
64985,40,United Kingdom,7.0,Good rates when I took out the offer,Vague 2021
64986,54,United Kingdom,10.0,,Vague 2021
64987,47,United Kingdom,6.0,It’s the only way I could afford a car but it’s expensive and credit,Vague 2021
64988,46,United Kingdom,0.0,Very high interest and unaffordable borrowing,Vague 2021
64989,76,United Kingdom,10.0,"No fuss and no problems, plus clubcard points",Vague 2021
64990,30,United Kingdom,7.0,Good service,Vague 2021
64991,63,United Kingdom,9.0,Very pleased with ease of contacting them and paying of part of balance,Vague 2021
64992,24,United Kingdom,2.0,Like it,Vague 2021
64993,24,United Kingdom,7.0,Great communication,Vague 2021
64994,58,United Kingdom,10.0,Very honest,Vague 2021
64995,23,United Kingdom,10.0,They are trustworthy people,Vague 2021
64996,41,United Kingdom,8.0,it is just my experence,Vague 2021
64997,74,United Kingdom,10.0,Clear communication,Vague 2021
64998,35,United Kingdom,7.0,Have always been good when dealing with the loan and descent rates,Vague 2021
64999,32,United Kingdom,8.0,They are pretty good. They’re customer service is good but their rates could be better,Vague 2021
65000,77,United Kingdom,9.0,I get loyalty points with every purchase,Vague 2021
65001,31,United Kingdom,6.0,Okay,Vague 2021
65002,49,United Kingdom,7.0,"No issue with them, good customer service, easy to use app.",Vague 2021
65003,66,United Kingdom,7.0,Seems ok. No problems.,Vague 2021
65004,57,United Kingdom,6.0,it's worked well . Haven't had issues and paid of monthly,Vague 2021
65005,49,United Kingdom,9.0,Extremely good communication,Vague 2021
65006,39,United Kingdom,8.0,Very good at communicating,Vague 2021
65007,51,United Kingdom,5.0,Good service but a little strict on paying back,Vague 2021
65008,77,United Kingdom,10.0,HAD A CC FOR YEARS - NO PROBLEMS AT ALL. CUSTOMER SERVICE VERY GOOD. TESCO POINTS GIVEN WITH EACH PURCHASE I USE MY CC FOR.,Vague 2021
65009,72,United Kingdom,8.0,good company,Vague 2021
65010,49,United Kingdom,8.0,"Had no problems with them at all, good credit amount",Vague 2021
65011,73,United Kingdom,9.0,"Satisfied with service, app and online banking facilities",Vague 2021
65012,33,United Kingdom,7.0,They have been okay with me on payments,Vague 2021
65013,44,United Kingdom,6.0,Simple application process and quick too. Interest rates not great though,Vague 2021
65014,61,United Kingdom,8.0,I collect points to spend in the shop but not as many points are given as they used to,Vague 2021
65015,45,United Kingdom,10.0,The credit card I took out has a great interest free time and a good credit limit.,Vague 2021
65016,66,United Kingdom,10.0,Never had any trouble with it,Vague 2021
65017,71,United Kingdom,4.0,"i use this card for shopping as it gives me nectar points, since i pay it off every month the interest rate is unimportant",Vague 2021
65018,71,United Kingdom,8.0,I like the way they have arranged everything,Vague 2021
65019,39,United Kingdom,8.0,The interest rate is good and the customer service is good,Vague 2021
65020,26,United Kingdom,8.0,To find out when 0percent is ending it does jot get printed on the statement (like my other provider) i need to call and ask. I find this a down side.,Vague 2021
65021,89,United Kingdom,8.0,They give good service,Vague 2021
65022,45,United Kingdom,5.0,it works ok for me,Vague 2021
65023,55,United Kingdom,4.0,I wouldn’t recommend a credit card to anyone,Vague 2021
65024,44,United Kingdom,8.0,Easy to use,Vague 2021
65025,47,United Kingdom,8.0,nice and easy to deal with,Vague 2021
65026,33,United Kingdom,10.0,very,Vague 2021
65027,57,United Kingdom,8.0,"good service, pretty straight, not a shark",Vague 2021
65028,26,United Kingdom,3.0,"poor customer service, high fees",Vague 2021
65029,63,United Kingdom,10.0,"The interesr rate was competitive and when on two occassions during the term of the loan when i missed a payment, they gave me a break instead of charging me. they was cool with it and understood my situation",Vague 2021
65030,44,United Kingdom,9.0,Great performance,Vague 2021
65031,62,United Kingdom,5.0,I have no contact with them.,Vague 2021
65032,36,United Kingdom,9.0,Easy to communicate with and use,Vague 2021
