,age,Country,A1,A2_translation,vague,real_polarity_class,real_polarity,cut_words,letters,comment_length,cleaned_comment
13083,61,United Kingdom,9.0,very easy to deal with and keep track of any outstanding balances and when they need to be paid by,Vague 2021,positive,1,"['very', 'easy', 'to', 'deal', 'with', 'and', 'keep', 'track', 'of', 'any', 'outstanding', 'balances', 'and', 'when', 'they', 'need', 'to', 'be', 'paid', 'by']","['v', 'e', 'r', 'y', ' ', 'e', 'a', 's', 'y', ' ', 't', 'o', ' ', 'd', 'e', 'a', 'l', ' ', 'w', 'i', 't', 'h', ' ', 'a', 'n', 'd', ' ', 'k', 'e', 'e', 'p', ' ', 't', 'r', 'a', 'c', 'k', ' ', 'o', 'f', ' ', 'a', 'n', 'y', ' ', 'o', 'u', 't', 's', 't', 'a', 'n', 'd', 'i', 'n', 'g', ' ', 'b', 'a', 'l', 'a', 'n', 'c', 'e', 's', ' ', 'a', 'n', 'd', ' ', 'w', 'h', 'e', 'n', ' ', 't', 'h', 'e', 'y', ' ', 'n', 'e', 'e', 'd', ' ', 't', 'o', ' ', 'b', 'e', ' ', 'p', 'a', 'i', 'd', ' ', 'b', 'y']",20,easy deal keep track outstanding balances need paid
13084,62,United Kingdom,5.0,clearly communicated rule  but not the best rates,Vague 2021,negative,0,"['clearly', 'communicated', 'rule', 'but', 'not', 'the', 'best', 'rates']","['c', 'l', 'e', 'a', 'r', 'l', 'y', ' ', 'c', 'o', 'm', 'm', 'u', 'n', 'i', 'c', 'a', 't', 'e', 'd', ' ', 'r', 'u', 'l', 'e', ' ', ' ', 'b', 'u', 't', ' ', 'n', 'o', 't', ' ', 't', 'h', 'e', ' ', 'b', 'e', 's', 't', ' ', 'r', 'a', 't', 'e', 's']",8,clearly communicated rule best rates
13086,31,United Kingdom,10.0,very,Vague 2021,positive,1,['very'],"['v', 'e', 'r', 'y']",1,
13088,71,United Kingdom,9.0,they're efficient and reasonably priced,Vague 2021,positive,1,"[""they're"", 'efficient', 'and', 'reasonably', 'priced']","['t', 'h', 'e', 'y', ""'"", 'r', 'e', ' ', 'e', 'f', 'f', 'i', 'c', 'i', 'e', 'n', 't', ' ', 'a', 'n', 'd', ' ', 'r', 'e', 'a', 's', 'o', 'n', 'a', 'b', 'l', 'y', ' ', 'p', 'r', 'i', 'c', 'e', 'd']",5,efficient reasonably priced
13091,50,United Kingdom,10.0,"good interest rates
east to apply
fast decision",Vague 2021,positive,1,"['good', 'interest', 'rates', 'east', 'to', 'apply', 'fast', 'decision']","['g', 'o', 'o', 'd', ' ', 'i', 'n', 't', 'e', 'r', 'e', 's', 't', ' ', 'r', 'a', 't', 'e', 's', '\n', 'e', 'a', 's', 't', ' ', 't', 'o', ' ', 'a', 'p', 'p', 'l', 'y', '\n', 'f', 'a', 's', 't', ' ', 'd', 'e', 'c', 'i', 's', 'i', 'o', 'n']",8,good interest rates east apply fast decision
13094,41,United Kingdom,9.0,good,Vague 2021,positive,1,['good'],"['g', 'o', 'o', 'd']",1,good
13095,40,United Kingdom,10.0,it is better then other.,Vague 2021,positive,1,"['it', 'is', 'better', 'then', 'other.']","['i', 't', ' ', 'i', 's', ' ', 'b', 'e', 't', 't', 'e', 'r', ' ', 't', 'h', 'e', 'n', ' ', 'o', 't', 'h', 'e', 'r', '.']",5,better
13096,46,United Kingdom,10.0,very honest,Vague 2021,positive,1,"['very', 'honest']","['v', 'e', 'r', 'y', ' ', 'h', 'o', 'n', 'e', 's', 't']",2,honest
13100,45,United Kingdom,5.0,it’s bog standard,Vague 2021,negative,0,"['it’s', 'bog', 'standard']","['i', 't', '’', 's', ' ', 'b', 'o', 'g', ' ', 's', 't', 'a', 'n', 'd', 'a', 'r', 'd']",3,bog standard
13105,40,United Kingdom,10.0,easy to use,Vague 2021,positive,1,"['easy', 'to', 'use']","['e', 'a', 's', 'y', ' ', 't', 'o', ' ', 'u', 's', 'e']",3,easy use
13106,22,United Kingdom,10.0,its so good and amazing,Vague 2021,positive,1,"['its', 'so', 'good', 'and', 'amazing']","['i', 't', 's', ' ', 's', 'o', ' ', 'g', 'o', 'o', 'd', ' ', 'a', 'n', 'd', ' ', 'a', 'm', 'a', 'z', 'i', 'n', 'g']",5,good amazing
13107,38,United Kingdom,10.0,good interest rates,Vague 2021,positive,1,"['good', 'interest', 'rates']","['g', 'o', 'o', 'd', ' ', 'i', 'n', 't', 'e', 'r', 'e', 's', 't', ' ', 'r', 'a', 't', 'e', 's']",3,good interest rates
13109,39,United Kingdom,1.0,they issued a default against me without fair warning,Vague 2021,negative,0,"['they', 'issued', 'a', 'default', 'against', 'me', 'without', 'fair', 'warning']","['t', 'h', 'e', 'y', ' ', 'i', 's', 's', 'u', 'e', 'd', ' ', 'a', ' ', 'd', 'e', 'f', 'a', 'u', 'l', 't', ' ', 'a', 'g', 'a', 'i', 'n', 's', 't', ' ', 'm', 'e', ' ', 'w', 'i', 't', 'h', 'o', 'u', 't', ' ', 'f', 'a', 'i', 'r', ' ', 'w', 'a', 'r', 'n', 'i', 'n', 'g']",9,issued default without fair warning
13113,41,United Kingdom,5.0,"the product works okay but i don't think they are a great credit card provider in terms of apps, website or customer service.",Vague 2021,negative,0,"['the', 'product', 'works', 'okay', 'but', 'i', ""don't"", 'think', 'they', 'are', 'a', 'great', 'credit', 'card', 'provider', 'in', 'terms', 'of', 'apps,', 'website', 'or', 'customer', 'service.']","['t', 'h', 'e', ' ', 'p', 'r', 'o', 'd', 'u', 'c', 't', ' ', 'w', 'o', 'r', 'k', 's', ' ', 'o', 'k', 'a', 'y', ' ', 'b', 'u', 't', ' ', 'i', ' ', 'd', 'o', 'n', ""'"", 't', ' ', 't', 'h', 'i', 'n', 'k', ' ', 't', 'h', 'e', 'y', ' ', 'a', 'r', 'e', ' ', 'a', ' ', 'g', 'r', 'e', 'a', 't', ' ', 'c', 'r', 'e', 'd', 'i', 't', ' ', 'c', 'a', 'r', 'd', ' ', 'p', 'r', 'o', 'v', 'i', 'd', 'e', 'r', ' ', 'i', 'n', ' ', 't', 'e', 'r', 'm', 's', ' ', 'o', 'f', ' ', 'a', 'p', 'p', 's', ',', ' ', 'w', 'e', 'b', 's', 'i', 't', 'e', ' ', 'o', 'r', ' ', 'c', 'u', 's', 't', 'o', 'm', 'e', 'r', ' ', 's', 'e', 'r', 'v', 'i', 'c', 'e', '.']",23,product works think great credit card provider terms apps website customer service
13116,44,United Kingdom,10.0,innovative service,Vague 2021,positive,1,"['innovative', 'service']","['i', 'n', 'n', 'o', 'v', 'a', 't', 'i', 'v', 'e', ' ', 's', 'e', 'r', 'v', 'i', 'c', 'e']",2,innovative service
13117,31,United Kingdom,3.0,good,Vague 2021,negative,0,['good'],"['g', 'o', 'o', 'd']",1,good
13119,33,United Kingdom,10.0,no issues,Vague 2021,positive,1,"['no', 'issues']","['n', 'o', ' ', 'i', 's', 's', 'u', 'e', 's']",2,issues
13120,41,United Kingdom,9.0,great bank with innovative services and products,Vague 2021,positive,1,"['great', 'bank', 'with', 'innovative', 'services', 'and', 'products']","['g', 'r', 'e', 'a', 't', ' ', 'b', 'a', 'n', 'k', ' ', 'w', 'i', 't', 'h', ' ', 'i', 'n', 'n', 'o', 'v', 'a', 't', 'i', 'v', 'e', ' ', 's', 'e', 'r', 'v', 'i', 'c', 'e', 's', ' ', 'a', 'n', 'd', ' ', 'p', 'r', 'o', 'd', 'u', 'c', 't', 's']",7,great innovative services products
13125,63,United Kingdom,4.0,charged interest when my payment had gone in and they didn’t receive it till after code of business,Vague 2021,negative,0,"['charged', 'interest', 'when', 'my', 'payment', 'had', 'gone', 'in', 'and', 'they', 'didn’t', 'receive', 'it', 'till', 'after', 'code', 'of', 'business']","['c', 'h', 'a', 'r', 'g', 'e', 'd', ' ', 'i', 'n', 't', 'e', 'r', 'e', 's', 't', ' ', 'w', 'h', 'e', 'n', ' ', 'm', 'y', ' ', 'p', 'a', 'y', 'm', 'e', 'n', 't', ' ', 'h', 'a', 'd', ' ', 'g', 'o', 'n', 'e', ' ', 'i', 'n', ' ', 'a', 'n', 'd', ' ', 't', 'h', 'e', 'y', ' ', 'd', 'i', 'd', 'n', '’', 't', ' ', 'r', 'e', 'c', 'e', 'i', 'v', 'e', ' ', 'i', 't', ' ', 't', 'i', 'l', 'l', ' ', 'a', 'f', 't', 'e', 'r', ' ', 'c', 'o', 'd', 'e', ' ', 'o', 'f', ' ', 'b', 'u', 's', 'i', 'n', 'e', 's', 's']",18,charged interest payment gone receive till code business
13126,83,United Kingdom,10.0,they are a good bank,Vague 2021,positive,1,"['they', 'are', 'a', 'good', 'bank']","['t', 'h', 'e', 'y', ' ', 'a', 'r', 'e', ' ', 'a', ' ', 'g', 'o', 'o', 'd', ' ', 'b', 'a', 'n', 'k']",5,good
13127,33,United Kingdom,4.0,they were helpful when it involved taking out the product but they made it very difficult to pay it off in full and leave. they also charged me £12 for apparently going overdrawn when they granted me an increased credit limit.,Vague 2021,negative,0,"['they', 'were', 'helpful', 'when', 'it', 'involved', 'taking', 'out', 'the', 'product', 'but', 'they', 'made', 'it', 'very', 'difficult', 'to', 'pay', 'it', 'off', 'in', 'full', 'and', 'leave.', 'they', 'also', 'charged', 'me', '£12', 'for', 'apparently', 'going', 'overdrawn', 'when', 'they', 'granted', 'me', 'an', 'increased', 'credit', 'limit.']","['t', 'h', 'e', 'y', ' ', 'w', 'e', 'r', 'e', ' ', 'h', 'e', 'l', 'p', 'f', 'u', 'l', ' ', 'w', 'h', 'e', 'n', ' ', 'i', 't', ' ', 'i', 'n', 'v', 'o', 'l', 'v', 'e', 'd', ' ', 't', 'a', 'k', 'i', 'n', 'g', ' ', 'o', 'u', 't', ' ', 't', 'h', 'e', ' ', 'p', 'r', 'o', 'd', 'u', 'c', 't', ' ', 'b', 'u', 't', ' ', 't', 'h', 'e', 'y', ' ', 'm', 'a', 'd', 'e', ' ', 'i', 't', ' ', 'v', 'e', 'r', 'y', ' ', 'd', 'i', 'f', 'f', 'i', 'c', 'u', 'l', 't', ' ', 't', 'o', ' ', 'p', 'a', 'y', ' ', 'i', 't', ' ', 'o', 'f', 'f', ' ', 'i', 'n', ' ', 'f', 'u', 'l', 'l', ' ', 'a', 'n', 'd', ' ', 'l', 'e', 'a', 'v', 'e', '.', ' ', 't', 'h', 'e', 'y', ' ', 'a', 'l', 's', 'o', ' ', 'c', 'h', 'a', 'r', 'g', 'e', 'd', ' ', 'm', 'e', ' ', '£', '1', '2', ' ', 'f', 'o', 'r', ' ', 'a', 'p', 'p', 'a', 'r', 'e', 'n', 't', 'l', 'y', ' ', 'g', 'o', 'i', 'n', 'g', ' ', 'o', 'v', 'e', 'r', 'd', 'r', 'a', 'w', 'n', ' ', 'w', 'h', 'e', 'n', ' ', 't', 'h', 'e', 'y', ' ', 'g', 'r', 'a', 'n', 't', 'e', 'd', ' ', 'm', 'e', ' ', 'a', 'n', ' ', 'i', 'n', 'c', 'r', 'e', 'a', 's', 'e', 'd', ' ', 'c', 'r', 'e', 'd', 'i', 't', ' ', 'l', 'i', 'm', 'i', 't', '.']",41,helpful involved taking product made difficult pay full leave also charged apparently going overdrawn granted increased credit limit
13130,63,United Kingdom,10.0,excellent,Vague 2021,positive,1,['excellent'],"['e', 'x', 'c', 'e', 'l', 'l', 'e', 'n', 't']",1,excellent
13134,63,United Kingdom,9.0,never had an issue with them,Vague 2021,positive,1,"['never', 'had', 'an', 'issue', 'with', 'them']","['n', 'e', 'v', 'e', 'r', ' ', 'h', 'a', 'd', ' ', 'a', 'n', ' ', 'i', 's', 's', 'u', 'e', ' ', 'w', 'i', 't', 'h', ' ', 't', 'h', 'e', 'm']",6,never issue
13136,63,United Kingdom,10.0,easy to obtain. several months no interest. cash incentive to join.,Vague 2021,positive,1,"['easy', 'to', 'obtain.', 'several', 'months', 'no', 'interest.', 'cash', 'incentive', 'to', 'join.']","['e', 'a', 's', 'y', ' ', 't', 'o', ' ', 'o', 'b', 't', 'a', 'i', 'n', '.', ' ', 's', 'e', 'v', 'e', 'r', 'a', 'l', ' ', 'm', 'o', 'n', 't', 'h', 's', ' ', 'n', 'o', ' ', 'i', 'n', 't', 'e', 'r', 'e', 's', 't', '.', ' ', 'c', 'a', 's', 'h', ' ', 'i', 'n', 'c', 'e', 'n', 't', 'i', 'v', 'e', ' ', 't', 'o', ' ', 'j', 'o', 'i', 'n', '.']",11,easy obtain several months interest cash incentive join
13141,43,United Kingdom,9.0,they've never let me down,Vague 2021,positive,1,"[""they've"", 'never', 'let', 'me', 'down']","['t', 'h', 'e', 'y', ""'"", 'v', 'e', ' ', 'n', 'e', 'v', 'e', 'r', ' ', 'l', 'e', 't', ' ', 'm', 'e', ' ', 'd', 'o', 'w', 'n']",5,never let
13143,57,United Kingdom,10.0,good apr,Vague 2021,positive,1,"['good', 'apr']","['g', 'o', 'o', 'd', ' ', 'a', 'p', 'r']",2,good apr
13145,33,United Kingdom,4.0,no reason to recommend,Vague 2021,negative,0,"['no', 'reason', 'to', 'recommend']","['n', 'o', ' ', 'r', 'e', 'a', 's', 'o', 'n', ' ', 't', 'o', ' ', 'r', 'e', 'c', 'o', 'm', 'm', 'e', 'n', 'd']",4,reason recommend
13146,34,United Kingdom,10.0,the account runs easily via app with few issues,Vague 2021,positive,1,"['the', 'account', 'runs', 'easily', 'via', 'app', 'with', 'few', 'issues']","['t', 'h', 'e', ' ', 'a', 'c', 'c', 'o', 'u', 'n', 't', ' ', 'r', 'u', 'n', 's', ' ', 'e', 'a', 's', 'i', 'l', 'y', ' ', 'v', 'i', 'a', ' ', 'a', 'p', 'p', ' ', 'w', 'i', 't', 'h', ' ', 'f', 'e', 'w', ' ', 'i', 's', 's', 'u', 'e', 's']",9,account runs easily via app issues
13147,32,United Kingdom,10.0,"great service, quick sales, good prices, no interest.",Vague 2021,positive,1,"['great', 'service,', 'quick', 'sales,', 'good', 'prices,', 'no', 'interest.']","['g', 'r', 'e', 'a', 't', ' ', 's', 'e', 'r', 'v', 'i', 'c', 'e', ',', ' ', 'q', 'u', 'i', 'c', 'k', ' ', 's', 'a', 'l', 'e', 's', ',', ' ', 'g', 'o', 'o', 'd', ' ', 'p', 'r', 'i', 'c', 'e', 's', ',', ' ', 'n', 'o', ' ', 'i', 'n', 't', 'e', 'r', 'e', 's', 't', '.']",8,great service quick sales good prices interest
13148,77,United Kingdom,5.0,interest to high,Vague 2021,negative,0,"['interest', 'to', 'high']","['i', 'n', 't', 'e', 'r', 'e', 's', 't', ' ', 't', 'o', ' ', 'h', 'i', 'g', 'h']",3,interest high
13150,41,United Kingdom,9.0,they offer up great rewards,Vague 2021,positive,1,"['they', 'offer', 'up', 'great', 'rewards']","['t', 'h', 'e', 'y', ' ', 'o', 'f', 'f', 'e', 'r', ' ', 'u', 'p', ' ', 'g', 'r', 'e', 'a', 't', ' ', 'r', 'e', 'w', 'a', 'r', 'd', 's']",5,offer great rewards
13151,31,United Kingdom,6.0,it is okay but nothing stands out about them in my mind.,Vague 2021,negative,0,"['it', 'is', 'okay', 'but', 'nothing', 'stands', 'out', 'about', 'them', 'in', 'my', 'mind.']","['i', 't', ' ', 'i', 's', ' ', 'o', 'k', 'a', 'y', ' ', 'b', 'u', 't', ' ', 'n', 'o', 't', 'h', 'i', 'n', 'g', ' ', 's', 't', 'a', 'n', 'd', 's', ' ', 'o', 'u', 't', ' ', 'a', 'b', 'o', 'u', 't', ' ', 't', 'h', 'e', 'm', ' ', 'i', 'n', ' ', 'm', 'y', ' ', 'm', 'i', 'n', 'd', '.']",12,stands mind
13154,39,United Kingdom,5.0,"all credit cards mostly the same- no interest for first few months then charge the same, some give extras like loyalty points",Vague 2021,negative,0,"['all', 'credit', 'cards', 'mostly', 'the', 'same-', 'no', 'interest', 'for', 'first', 'few', 'months', 'then', 'charge', 'the', 'same,', 'some', 'give', 'extras', 'like', 'loyalty', 'points']","['a', 'l', 'l', ' ', 'c', 'r', 'e', 'd', 'i', 't', ' ', 'c', 'a', 'r', 'd', 's', ' ', 'm', 'o', 's', 't', 'l', 'y', ' ', 't', 'h', 'e', ' ', 's', 'a', 'm', 'e', '-', ' ', 'n', 'o', ' ', 'i', 'n', 't', 'e', 'r', 'e', 's', 't', ' ', 'f', 'o', 'r', ' ', 'f', 'i', 'r', 's', 't', ' ', 'f', 'e', 'w', ' ', 'm', 'o', 'n', 't', 'h', 's', ' ', 't', 'h', 'e', 'n', ' ', 'c', 'h', 'a', 'r', 'g', 'e', ' ', 't', 'h', 'e', ' ', 's', 'a', 'm', 'e', ',', ' ', 's', 'o', 'm', 'e', ' ', 'g', 'i', 'v', 'e', ' ', 'e', 'x', 't', 'r', 'a', 's', ' ', 'l', 'i', 'k', 'e', ' ', 'l', 'o', 'y', 'a', 'l', 't', 'y', ' ', 'p', 'o', 'i', 'n', 't', 's']",22,credit cards mostly interest first months charge give extras like loyalty points
13155,63,United Kingdom,9.0,easy to set up card - pay off by dd. got low interest rate,Vague 2021,positive,1,"['easy', 'to', 'set', 'up', 'card', '-', 'pay', 'off', 'by', 'dd.', 'got', 'low', 'interest', 'rate']","['e', 'a', 's', 'y', ' ', 't', 'o', ' ', 's', 'e', 't', ' ', 'u', 'p', ' ', 'c', 'a', 'r', 'd', ' ', '-', ' ', 'p', 'a', 'y', ' ', 'o', 'f', 'f', ' ', 'b', 'y', ' ', 'd', 'd', '.', ' ', 'g', 'o', 't', ' ', 'l', 'o', 'w', ' ', 'i', 'n', 't', 'e', 'r', 'e', 's', 't', ' ', 'r', 'a', 't', 'e']",14,easy set card pay got low interest rate
13159,37,United Kingdom,5.0,easy to deal with,Vague 2021,negative,0,"['easy', 'to', 'deal', 'with']","['e', 'a', 's', 'y', ' ', 't', 'o', ' ', 'd', 'e', 'a', 'l', ' ', 'w', 'i', 't', 'h']",4,easy deal
13161,59,United Kingdom,9.0,"very easy to apply for and to use, rates appear to be competitive, rewarded for use by extra clubcard points",Vague 2021,positive,1,"['very', 'easy', 'to', 'apply', 'for', 'and', 'to', 'use,', 'rates', 'appear', 'to', 'be', 'competitive,', 'rewarded', 'for', 'use', 'by', 'extra', 'clubcard', 'points']","['v', 'e', 'r', 'y', ' ', 'e', 'a', 's', 'y', ' ', 't', 'o', ' ', 'a', 'p', 'p', 'l', 'y', ' ', 'f', 'o', 'r', ' ', 'a', 'n', 'd', ' ', 't', 'o', ' ', 'u', 's', 'e', ',', ' ', 'r', 'a', 't', 'e', 's', ' ', 'a', 'p', 'p', 'e', 'a', 'r', ' ', 't', 'o', ' ', 'b', 'e', ' ', 'c', 'o', 'm', 'p', 'e', 't', 'i', 't', 'i', 'v', 'e', ',', ' ', 'r', 'e', 'w', 'a', 'r', 'd', 'e', 'd', ' ', 'f', 'o', 'r', ' ', 'u', 's', 'e', ' ', 'b', 'y', ' ', 'e', 'x', 't', 'r', 'a', ' ', 'c', 'l', 'u', 'b', 'c', 'a', 'r', 'd', ' ', 'p', 'o', 'i', 'n', 't', 's']",20,easy apply use rates appear competitive rewarded use extra clubcard points
13164,42,United Kingdom,10.0,well ive been using zilch for under 6 months . they first gave me 100 credit limit .now im up to nearly 800 with good credit payments being made .they dont charge late fees ither .,Vague 2021,positive,1,"['well', 'ive', 'been', 'using', 'zilch', 'for', 'under', '6', 'months', '.', 'they', 'first', 'gave', 'me', '100', 'credit', 'limit', '.now', 'im', 'up', 'to', 'nearly', '800', 'with', 'good', 'credit', 'payments', 'being', 'made', '.they', 'dont', 'charge', 'late', 'fees', 'ither', '.']","['w', 'e', 'l', 'l', ' ', 'i', 'v', 'e', ' ', 'b', 'e', 'e', 'n', ' ', 'u', 's', 'i', 'n', 'g', ' ', 'z', 'i', 'l', 'c', 'h', ' ', 'f', 'o', 'r', ' ', 'u', 'n', 'd', 'e', 'r', ' ', '6', ' ', 'm', 'o', 'n', 't', 'h', 's', ' ', '.', ' ', 't', 'h', 'e', 'y', ' ', 'f', 'i', 'r', 's', 't', ' ', 'g', 'a', 'v', 'e', ' ', 'm', 'e', ' ', '1', '0', '0', ' ', 'c', 'r', 'e', 'd', 'i', 't', ' ', 'l', 'i', 'm', 'i', 't', ' ', '.', 'n', 'o', 'w', ' ', 'i', 'm', ' ', 'u', 'p', ' ', 't', 'o', ' ', 'n', 'e', 'a', 'r', 'l', 'y', ' ', '8', '0', '0', ' ', 'w', 'i', 't', 'h', ' ', 'g', 'o', 'o', 'd', ' ', 'c', 'r', 'e', 'd', 'i', 't', ' ', 'p', 'a', 'y', 'm', 'e', 'n', 't', 's', ' ', 'b', 'e', 'i', 'n', 'g', ' ', 'm', 'a', 'd', 'e', ' ', '.', 't', 'h', 'e', 'y', ' ', 'd', 'o', 'n', 't', ' ', 'c', 'h', 'a', 'r', 'g', 'e', ' ', 'l', 'a', 't', 'e', ' ', 'f', 'e', 'e', 's', ' ', 'i', 't', 'h', 'e', 'r', ' ', '.']",36,well ive using zilch months first gave credit limit nearly good credit payments made dont charge late fees ither
13166,71,United Kingdom,0.0,never recommend anything,Vague 2021,negative,0,"['never', 'recommend', 'anything']","['n', 'e', 'v', 'e', 'r', ' ', 'r', 'e', 'c', 'o', 'm', 'm', 'e', 'n', 'd', ' ', 'a', 'n', 'y', 't', 'h', 'i', 'n', 'g']",3,never recommend anything
13170,32,United Kingdom,10.0,gdfg sdfg sdfg sfdg sdf g dsfg dfg dfgsdfg ssf sgfgsdfgsdfgsfd,Vague 2021,positive,1,"['gdfg', 'sdfg', 'sdfg', 'sfdg', 'sdf', 'g', 'dsfg', 'dfg', 'dfgsdfg', 'ssf', 'sgfgsdfgsdfgsfd']","['g', 'd', 'f', 'g', ' ', 's', 'd', 'f', 'g', ' ', 's', 'd', 'f', 'g', ' ', 's', 'f', 'd', 'g', ' ', 's', 'd', 'f', ' ', 'g', ' ', 'd', 's', 'f', 'g', ' ', 'd', 'f', 'g', ' ', 'd', 'f', 'g', 's', 'd', 'f', 'g', ' ', 's', 's', 'f', ' ', 's', 'g', 'f', 'g', 's', 'd', 'f', 'g', 's', 'd', 'f', 'g', 's', 'f', 'd']",11,gdfg sdfg sdfg sfdg sdf dsfg dfg dfgsdfg ssf sgfgsdfgsdfgsfd
13171,40,United Kingdom,9.0,yes very good it,Vague 2021,positive,1,"['yes', 'very', 'good', 'it']","['y', 'e', 's', ' ', 'v', 'e', 'r', 'y', ' ', 'g', 'o', 'o', 'd', ' ', 'i', 't']",4,good
13173,66,United Kingdom,10.0,good rate 3xcellent service great website and very helpfulstaff,Vague 2021,positive,1,"['good', 'rate', '3xcellent', 'service', 'great', 'website', 'and', 'very', 'helpfulstaff']","['g', 'o', 'o', 'd', ' ', 'r', 'a', 't', 'e', ' ', '3', 'x', 'c', 'e', 'l', 'l', 'e', 'n', 't', ' ', 's', 'e', 'r', 'v', 'i', 'c', 'e', ' ', 'g', 'r', 'e', 'a', 't', ' ', 'w', 'e', 'b', 's', 'i', 't', 'e', ' ', 'a', 'n', 'd', ' ', 'v', 'e', 'r', 'y', ' ', 'h', 'e', 'l', 'p', 'f', 'u', 'l', 's', 't', 'a', 'f', 'f']",9,good rate xcellent service great website helpfulstaff
13174,55,United Kingdom,5.0,no problems but no reason to give maximum,Vague 2021,negative,0,"['no', 'problems', 'but', 'no', 'reason', 'to', 'give', 'maximum']","['n', 'o', ' ', 'p', 'r', 'o', 'b', 'l', 'e', 'm', 's', ' ', 'b', 'u', 't', ' ', 'n', 'o', ' ', 'r', 'e', 'a', 's', 'o', 'n', ' ', 't', 'o', ' ', 'g', 'i', 'v', 'e', ' ', 'm', 'a', 'x', 'i', 'm', 'u', 'm']",8,problems reason give maximum
13176,67,United Kingdom,10.0,i have had no problems,Vague 2021,positive,1,"['i', 'have', 'had', 'no', 'problems']","['i', ' ', 'h', 'a', 'v', 'e', ' ', 'h', 'a', 'd', ' ', 'n', 'o', ' ', 'p', 'r', 'o', 'b', 'l', 'e', 'm', 's']",5,problems
13178,33,United Kingdom,6.0,they do okay.  nothing special but no issues from my side,Vague 2021,negative,0,"['they', 'do', 'okay.', 'nothing', 'special', 'but', 'no', 'issues', 'from', 'my', 'side']","['t', 'h', 'e', 'y', ' ', 'd', 'o', ' ', 'o', 'k', 'a', 'y', '.', ' ', ' ', 'n', 'o', 't', 'h', 'i', 'n', 'g', ' ', 's', 'p', 'e', 'c', 'i', 'a', 'l', ' ', 'b', 'u', 't', ' ', 'n', 'o', ' ', 'i', 's', 's', 'u', 'e', 's', ' ', 'f', 'r', 'o', 'm', ' ', 'm', 'y', ' ', 's', 'i', 'd', 'e']",11,special issues side
13179,59,United Kingdom,10.0,"i have occasionally had problems with the card, interest has been added on in error.  sainsburys have sorted it out really quickly, there customer service is very good.",Vague 2021,positive,1,"['i', 'have', 'occasionally', 'had', 'problems', 'with', 'the', 'card,', 'interest', 'has', 'been', 'added', 'on', 'in', 'error.', 'sainsburys', 'have', 'sorted', 'it', 'out', 'really', 'quickly,', 'there', 'customer', 'service', 'is', 'very', 'good.']","['i', ' ', 'h', 'a', 'v', 'e', ' ', 'o', 'c', 'c', 'a', 's', 'i', 'o', 'n', 'a', 'l', 'l', 'y', ' ', 'h', 'a', 'd', ' ', 'p', 'r', 'o', 'b', 'l', 'e', 'm', 's', ' ', 'w', 'i', 't', 'h', ' ', 't', 'h', 'e', ' ', 'c', 'a', 'r', 'd', ',', ' ', 'i', 'n', 't', 'e', 'r', 'e', 's', 't', ' ', 'h', 'a', 's', ' ', 'b', 'e', 'e', 'n', ' ', 'a', 'd', 'd', 'e', 'd', ' ', 'o', 'n', ' ', 'i', 'n', ' ', 'e', 'r', 'r', 'o', 'r', '.', ' ', ' ', 's', 'a', 'i', 'n', 's', 'b', 'u', 'r', 'y', 's', ' ', 'h', 'a', 'v', 'e', ' ', 's', 'o', 'r', 't', 'e', 'd', ' ', 'i', 't', ' ', 'o', 'u', 't', ' ', 'r', 'e', 'a', 'l', 'l', 'y', ' ', 'q', 'u', 'i', 'c', 'k', 'l', 'y', ',', ' ', 't', 'h', 'e', 'r', 'e', ' ', 'c', 'u', 's', 't', 'o', 'm', 'e', 'r', ' ', 's', 'e', 'r', 'v', 'i', 'c', 'e', ' ', 'i', 's', ' ', 'v', 'e', 'r', 'y', ' ', 'g', 'o', 'o', 'd', '.']",28,occasionally problems card interest added error sainsburys sorted really quickly customer service good
13182,27,United Kingdom,10.0,excellent service i trust,Vague 2021,positive,1,"['excellent', 'service', 'i', 'trust']","['e', 'x', 'c', 'e', 'l', 'l', 'e', 'n', 't', ' ', 's', 'e', 'r', 'v', 'i', 'c', 'e', ' ', 'i', ' ', 't', 'r', 'u', 's', 't']",4,excellent service trust
13184,60,United Kingdom,10.0,excellent service and excellent communication statements arrive on time,Vague 2021,positive,1,"['excellent', 'service', 'and', 'excellent', 'communication', 'statements', 'arrive', 'on', 'time']","['e', 'x', 'c', 'e', 'l', 'l', 'e', 'n', 't', ' ', 's', 'e', 'r', 'v', 'i', 'c', 'e', ' ', 'a', 'n', 'd', ' ', 'e', 'x', 'c', 'e', 'l', 'l', 'e', 'n', 't', ' ', 'c', 'o', 'm', 'm', 'u', 'n', 'i', 'c', 'a', 't', 'i', 'o', 'n', ' ', 's', 't', 'a', 't', 'e', 'm', 'e', 'n', 't', 's', ' ', 'a', 'r', 'r', 'i', 'v', 'e', ' ', 'o', 'n', ' ', 't', 'i', 'm', 'e']",9,excellent service excellent communication statements arrive time
13186,63,United Kingdom,9.0,low interest rates,Vague 2021,positive,1,"['low', 'interest', 'rates']","['l', 'o', 'w', ' ', 'i', 'n', 't', 'e', 'r', 'e', 's', 't', ' ', 'r', 'a', 't', 'e', 's']",3,low interest rates
13188,40,United Kingdom,5.0,,Vague 2021,negative,0,[],[],0,
